ISBN,Publication Year,Original Title,Authors,One Star Reviews,Two Star Reviews,Three Star Reviews,Four Star Reviews,Five Star Reviews
1416509631,1990.0,Tehanu,Ursula K. Le Guin,375,1435,5643,8668,7086
62217070,2013.0,Reboot,Amy Tintera,502,1494,5622,10225,7976
1594486638,2015.0,Hunger Makes Me a Modern Girl,Carrie Brownstein,366,960,4257,7936,5065
1400067669,2012.0,Thomas Jefferson: The Art of Power,Jon Meacham,692,843,3518,7755,7045
7113803,1936.0,Murder in Mesopotamia,Agatha Christie,108,957,7300,9946,6181
553575376,1996.0,Excession,Iain M. Banks,104,544,3026,7117,8042
038079487X,1997.0,What Looks Like Crazy on an Ordinary Day,Pearl Cleage,359,1568,5728,6439,4350
449000621,1990.0,G is for Gumshoe,Sue Grafton,69,631,7360,10467,6237
1455521310,2013.0,King & Maxwell,David Baldacci,132,643,4106,8871,6344
60958340,1989.0,Love's Executioner & Other Tales of Psychotherapy,Irvin D. Yalom,237,547,2468,5725,7157
316037885,2009.0,The Magician's Apprentice,Trudi Canavan,325,1049,4419,7005,6291
593046315,2007.0,Reaper's Gale,Steven Erikson,98,328,2179,6949,9739
1595541209,1999.0,The Visitation,Frank E. Peretti,347,1125,4049,5683,5803
1600106951,2010.0, Crown of Shadows,"Joe Hill, Gabriel Rodríguez",121,262,1942,7404,11626
1576751740,2000.0,Leadership and Self Deception: Getting Out of the Box,The Arbinger Institute,303,717,2684,5249,6753
1857230213,1991.0,"The Garden of Rama (Rama, #3)","Arthur C. Clarke, Gentry Lee",439,1425,5008,6079,4901
031235164X,2008.0,,Lisa Kleypas,247,872,4225,9712,12425
140184937,1958.0,Our Man in Havana,Graham Greene,83,647,4277,8698,4729
140123206X,2011.0,Batman: The Black Mirror,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",183,466,2226,5070,8421
316097543,2011.0,Kill Me If You Can,"James Patterson, Marshall Karp",287,773,3982,7122,6452
,2003.0,"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan,146,658,3231,6353,9399
515089931,1974.0,Tramp for the Lord,Corrie ten Boom,117,262,1717,4353,10528
60278684,2000.0,If You Take a Mouse to the Movies,"Laura Joffe Numeroff, Felicia Bond",252,853,3460,4893,8832
1423340418,2007.0,A Lick of Frost,"Laurell K. Hamilton, Laural Merlington",372,1379,4999,8487,12154
99690608,1989.0,The Abyss,"Orson Scott Card, James Cameron",137,495,3626,6248,5986
031262168X,1991.0,The Book of Shadows,Paula Brackston,621,2198,7280,7554,3783
149262344X,2013.0,Läsarna i Broken Wheel rekommenderar,"Katarina Bivald, Alice Menzies",591,2076,6815,7816,3588
60004878,2012.0,Live by Night,Dennis Lehane,219,858,4098,7770,4577
62004042,2012.0,Until I Die,Amy Plum,341,1035,4255,8127,11607
1439192812,2011.0,The Magic of Reality: How We Know What's Really True,"Richard Dawkins, Dave McKean",499,790,3094,5908,6776
842356290,2002.0,Remember,"Karen Kingsbury, Gary Smalley",106,363,1846,4788,9882
316097527,2013.0,"Alex Cross, Run",James Patterson,139,584,4227,7954,6403
812979915,2008.0,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Christian Lander,414,1294,4620,5603,4473
425259870,2014.0,Blood Magick,Nora Roberts,258,1146,4523,7238,8974
345348672,1977.0,The Power That Preserves,Stephen R. Donaldson,494,1038,3911,7492,7343
718149866,2009.0,The Brightest Star in the Sky,Marian Keyes,605,1780,6051,6778,4535
62001035,2011.0,Entwined,Heather Dixon,776,2219,7258,10297,9986
1592407110,2012.0,,Rachel Dratch,610,1779,5769,5927,3547
307350436,1961.0,El coronel no tiene quien le escriba,Gabriel García Márquez,401,1406,5821,7380,4242
140283358,1980.0,Waiting for the Barbarians,J.M. Coetzee,297,1039,3894,7429,5794
385423608,1988.0,The Last Seven Months of Anne Frank,Willy Lindwer,284,333,1807,4417,8534
147670869X,2014.0,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,481,693,2882,6481,6273
1400065593,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,Deborah Rodriguez,414,1735,6198,6994,3831
684859238,1937.0,To Have and Have Not ,Ernest Hemingway,469,1917,6388,6719,3477
451219597,2001.0,Jackdaws,Ken Follett,167,863,5131,8680,5541
,2013.0,,محمد السالم,2522,2008,2414,1917,4578
60750863,2004.0,The System of the World,Neal Stephenson,129,454,2187,6167,8836
60734000,1997.0,Touching Spirit Bear,Ben Mikaelsen,725,1400,4201,6249,6275
1439142009,2013.0,The Flamethrowers,Rachel Kushner,811,2029,4423,4827,2852
62076108,2013.0,Twice Tempted ,Jeaniene Frost,153,640,3892,10605,14451
1439187010,2012.0,,Deborah Feldman,433,1345,4754,5991,3440
62318322,2014.0,The Selection Stories: The Prince & The Guard,Kiera Cass,319,1346,5813,7983,10135
61914177,2009.0,Crush It!: Why Now Is the Time to Cash in on Your Passion,Gary Vaynerchuk,536,1405,4310,5641,6034
044101173X,2003.0,Redemption Ark,Alastair Reynolds,83,398,3008,8167,6403
345485777,2007.0,The Venetian Betrayal,Steve Berry,195,786,4737,8330,5786
151189781,1963.0,Collected Poems 1909-1962,T.S. Eliot,162,483,2510,5491,9122
395957753,1942.0,The Robe,Lloyd C. Douglas,167,605,3310,6569,8829
786834277,2002.0,Beauty and the Beast,"Walt Disney Company, Ellen Titlebaum",174,439,2127,3170,9655
1594486409,2013.0,The Yonahlossee Riding Camp for Girls,Anton DiSclafani,720,2642,6737,5832,2181
1250052386,2014.0,Lead,Kylie Scott,145,658,4138,12166,16892
553588370,2007.0,No Humans Involved,Kelley Armstrong,109,542,4336,9454,10716
60766247,2007.0,Night of the Soul Stealer,"Joseph Delaney, Patrick  Arrasmith",187,620,4209,7654,8526
747538352,1997.0,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,Gavin de Becker,194,587,3086,6513,8328
1442406593,2010.0,Endless Summer,Jennifer Echols,417,1223,3860,5275,7867
006194436X,2010.0,,Lincoln Peirce,572,979,2989,4898,11522
778319059,2016.0,Don't You Cry,Mary Kubica,578,2056,7077,8212,3707
,1986.0,"Que Necesita El, Que Necesita Ella ",Willard F. Harley Jr.,331,715,2808,5008,7014
515141666,2006.0,Dance of the Gods,Nora Roberts,209,978,4677,8132,10384
1442402008,2010.0,Nevermore,Kelly Creagh,1247,2177,5169,6910,9999
802131808,1937.0,بوف کور,"Sadegh Hedayat, D.P. Costello",401,819,2221,3814,4935
61906220,2010.0,,"Eric Litwin, James Dean",292,527,2042,4586,11879
307738612,2010.0,The Ring of Solomon,"Jonathan Stroud, Simon  Jones",329,568,3380,7850,9591
439568471,1992.0,Welcome to Dead House,R.L. Stine,451,1763,5906,5438,7089
60837055,2003.0,The Master Butchers Singing Club,Louise Erdrich,213,692,3569,7727,6011
765319233,1986.0,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),Glen Cook,273,590,2584,6462,8182
1481438867,2015.0,Until Friday Night,Abbi Glines,615,1435,4798,8481,9706
671774670,1999.0,Mother of Pearl,Melinda Haynes,464,1373,5501,6517,3777
1501124374,2016.0,Everyone Brave Is Forgiven,Chris Cleave,362,1190,5437,8621,4776
553129198,1975.0,The Great Train Robbery,Michael Crichton,241,1208,5294,7930,5234
739437585,2003.0,Safe Harbour,Danielle Steel,333,703,3650,5311,6732
345467515,2004.0,The Things We Do for Love,Kristin Hannah,167,559,3914,8153,6418
765343266,2000.0,Son of the Shadows,Juliet Marillier,113,470,3051,8016,11947
451207793,1980.0,The Key to Rebecca,Ken Follett,172,861,5321,8890,4683
451233328,2011.0,Hard Bitten,Chloe Neill,278,949,5240,11250,13140
060961066X,2002.0,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,"Ina Garten, Maura McEvoy",482,427,2018,4650,8604
,2012.0,,Fisher Amelie,600,1036,3600,8530,14636
812974417,1936.0,At the Mountains of Madness,"H.P. Lovecraft, China Miéville, S.T. Joshi",369,1403,4419,7067,6849
515128554,2000.0,Heart of the Sea,Nora Roberts,123,824,4711,8222,10004
440244498,2008.0,Veil of Midnight,Lara Adrian,130,603,4063,9551,12701
380792648,1999.0,Subterranean,James Rollins,211,857,4196,6957,6655
375713751,2001.0,I Don't Know How She Does It,Allison Pearson,1002,2829,6336,4911,2625
1563897156,2001.0,,"Garth Ennis, Steve Dillon",275,564,2126,5078,10086
1500453307,2014.0,"The Long Way to a Small, Angry Planet",Becky  Chambers,306,805,3179,8272,9838
140286802,1998.0,Cuentos completos,"Jorge Luis Borges, Andrew Hurley",101,216,1050,3853,11527
689868235,2002.0,Tithe: A Modern Faerie Tale ,Holly Black,527,1873,6713,9040,9681
743464664,1989.0,The Russia House,John le Carré,210,804,4735,7545,5134
1606840592,2010.0,Raised by Wolves,Jennifer Lynn Barnes,816,1764,5358,7845,9832
451219244,2006.0,"Promise Me (Myron Bolitar, #8)",Harlan Coben,100,609,4866,9503,5609
61720852,2011.0,The Vampire Diaries: The Return: Midnight,L.J. Smith,1052,2302,5507,5569,8337
312934343,2006.0,Dark Side of the Moon,Sherrilyn Kenyon,192,1067,5616,9921,12685
151010986,2007.0,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Carol Tavris, Elliot Aronson",392,851,3443,5444,6222
,2011.0,Abducted,T.R. Ragan,295,859,3605,6833,5264
451197879,1981.0,Roadwork,"Richard Bachman, Stephen King",494,2162,6977,5825,4564
425204049,2001.0,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,170,683,4930,7538,5231
60845503,1991.0,The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,234,621,3210,6547,5757
688163181,2008.0,The Given Day,Dennis Lehane,271,820,3610,8450,6585
613026667,1994.0,Just Me in the Tub (Mercer Mayer's Little Critter),"Gina Mayer, Mercer Mayer",228,593,3250,4024,9284
62267175,2013.0,Crush,Nicole  Williams,270,906,4031,9269,13465
031608106X,2011.0,Deadline,Mira Grant,293,811,3389,7688,8000
525951059,2009.0,Long Lost,Harlan Coben,142,824,4944,9011,5867
440242916,2005.0,Faithless,Karin Slaughter,189,560,3455,7879,7299
1430300612,2006.0,My Stroke of Insight,Jill Bolte Taylor,259,1378,4614,6702,5556
1582406847,2007.0,The Walking Dead 6,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",87,323,2434,7020,9668
61161535,2006.0,Inés del alma mía,"Isabel Allende, Margaret Sayers Peden",249,970,4206,6888,5098
425199584,1991.0,Cold Fire,Dean Koontz,218,1248,6301,6985,4687
031632468X,2014.0,Frog Music,Emma Donoghue,1494,3379,6926,5441,1719
1573227951,1997.0,An Instance of the Fingerpost,Iain Pears,515,1210,3896,6605,6571
9797591514,2005.0,5 cm,Donny Dhirgantoro,433,1089,2854,4126,4265
60517123,1991.0,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,"Geoffrey A. Moore, Regis McKenna",399,792,2897,5539,5741
345497457,2006.0,Shugo Chara! 1 (Shugo Chara!),Peach-Pit,501,1166,3064,3875,8901
045121577X,2005.0,The Innocent,Harlan Coben,118,694,4878,9558,5504
586062009,1985.0,Robots and Empire,Isaac Asimov,56,430,3468,8256,7866
60085495,1962.0,Island,Aldous Huxley,427,1341,3820,5521,5567
375424474,2008.0,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,394,916,3200,6052,5722
573613052,1944.0,Huis clos,Jean-Paul Sartre,253,663,3148,6725,7589
1591841666,2007.0,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),Seth Godin,410,1154,4052,5551,4802
618982507,2012.0,Are You My Mother?: A Comic Drama,Alison Bechdel,697,2193,5326,6382,5090
9719234202,2001.0,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),Bob Ong,196,534,2343,4544,6920
1780481012,2011.0,,Robin Hobb,178,374,1840,4844,8291
312992629,2005.0,The Blue Bistro,Elin Hilderbrand,156,810,3884,7287,6006
1250001544,2012.0,Third Grave Dead Ahead,Darynda Jones,102,363,3183,11130,16330
60930314,1997.0,L'identité,"Milan Kundera, Linda Asher",237,1212,4819,6027,3073
805099247,2015.0,The Heart of Betrayal,Mary E. Pearson,143,503,3013,9837,13008
60856262,2000.0,First They Killed My Father: A Daughter of Cambodia Remembers ,Loung Ung,97,317,2344,7297,8825
425142485,1980.0,The Funhouse,"Owen  West, Dean Koontz",571,2094,6374,5599,4579
074329730X,2006.0,The SPEED of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,315,865,3196,4930,5401
671004549,1998.0,You Belong to Me,Mary Higgins Clark,118,864,6230,7507,5298
552152161,1987.0,Not Without My Daughter,Betty Mahmoody,319,843,3725,7250,7071
553584529,2003.0,The Killing Hour,Lisa Gardner,84,414,3516,7849,7754
345418514,1979.0,Castle Roogna,Piers Anthony,141,998,6395,7721,5957
671673688,1989.0,While My Pretty One Sleeps,Mary Higgins Clark,110,751,5855,7489,5427
856761222,1939.0,Arsenic and Old Lace,Joseph Kesselring,246,764,3825,6964,8918
61132233,2007.0,"Dance with a Vampire (Vampire Kisses, #4)",Ellen Schreiber,532,1607,5172,5659,10270
140045295,1964.0,Sometimes a Great Notion,Ken Kesey,229,629,2331,5054,8276
590554093,1998.0,Tris's Book,Tamora Pierce,161,1005,5724,9059,9908
1439171211,2010.0,The Moral Landscape: How Science Can Determine Human Values,Sam Harris,574,923,3055,5551,5153
,2014.0,The Mill River Recluse,Darcie Chan,436,1758,5588,5788,3025
1582344159,2003.0,Hey Nostradamus!,Douglas Coupland,309,1152,4904,6137,3607
802135587,1997.0,Che Guevara: A Revolutionary Life,Jon Lee Anderson,299,473,2502,5120,5777
,2004.0,The Secret Hour,Scott Westerfeld,477,1853,7194,9430,7216
1250012899,2014.0,,C.C. Hunter,186,615,2881,7074,13625
7235801,2000.0,Ser Como o Rio que Flui,Paulo Coelho,303,882,3391,4983,5064
159038783X,2007.0,The Candy Shop War,Brandon Mull,292,941,4482,7137,7925
553588184,2006.0,Broken,Kelley Armstrong,94,649,4566,9748,11146
738713708,2008.0,"Lament: The Faerie Queen's Deception (Books of Faerie, #1) ",Maggie Stiefvater,885,2740,8144,9603,7452
140549056,1975.0,Why Mosquitoes Buzz in People's Ears: A West African Tale,"Verna Aardema, Leo Dillon, Diane Dillon",558,1196,4493,6195,8737
812993861,2014.0,"Shopaholic to the Stars (Shopaholic, #7)",Sophie Kinsella,1034,3411,7224,4940,2593
399154345,2007.0,High Noon,Nora Roberts,197,1007,5813,8428,7117
1471110672,2014.0,The Farm,Tom Rob Smith,527,1721,5764,6489,2743
1608463869,2014.0,Men Explain Things to Me,Rebecca Solnit,328,1066,4655,8937,6231
,2013.0,Rock With Me,Kristen Proby,176,637,4070,11023,15144
316044776,1986.0,El príncipe de la niebla,"Carlos Ruiz Zafón, Lucia Graves",350,1862,7253,7971,4586
930452895,1986.0,Driving Miss Daisy,Alfred Uhry,175,449,2636,5479,8207
,2013.0,,Meredith Wild,165,571,2808,7296,10149
749934174,1999.0,Conspiracy in Death,J.D. Robb,52,281,3308,9228,13056
375422714,2004.0,In the Company of Cheerful Ladies,Alexander McCall Smith,47,347,4549,10476,6905
60885459,1953.0,The First Four Years,"Laura Ingalls Wilder, Garth Williams",371,1783,7756,9222,8963
1848764561,2010.0,,R.D. Ronald,1670,1704,3788,3672,4724
743294378,2007.0,Bones to Ashes,Kathy Reichs,161,863,5748,9323,6266
,1857.0,Grimms Märchen,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",309,667,3561,6643,8532
,2004.0,The Definitive Book of Body Language,"Allan Pease, Barbara Pease",311,822,3607,6058,5626
,2011.0,Between the Lines,Tammara Webber,748,2053,7617,9801,6281
316881791,1963.0,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,Farley Mowat,233,478,2850,6418,7884
031612852X,2010.0,Tick Tock,"James Patterson, Michael Ledwidge",153,707,4350,8302,6754
184724954X,2009.0,Cleopatra's Daughter,Michelle Moran,200,713,3727,8267,8028
684859734,2002.0,Grave Secrets,Kathy Reichs,116,699,6159,10006,7322
345548485,2014.0,Shattered,Kevin Hearne,52,319,2612,7858,8945
765316986,2008.0,Zoe's Tale,John Scalzi,366,1358,5851,7860,4299
1416543791,2007.0,The First Commandment,Brad Thor,140,362,2456,6302,7280
7144350,1908.0,Collected Works,"Oscar Wilde, Merlin Holland",114,242,1746,5241,10609
,1995.0,"The New Best Recipe: All-New Edition with 1,000 Recipes","Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",349,658,2477,4524,7998
399171622,2016.0,The Rose & the Dagger,Renee Ahdieh,212,904,4333,11110,12500
553418297,2015.0,The Fold,Peter Clines,234,869,3970,6974,3641
1250022088,2015.0,The Nature of the Beast,Louise Penny,127,428,2446,7572,7554
60520620,2003.0,The Proper Care and Feeding of Husbands,Laura C. Schlessinger,892,1233,3326,4700,4233
1595542884,2009.0,Green,Ted Dekker,533,1162,3296,5085,7763
,2007.0,黒執事 III [Kuroshitsuji III],Yana Toboso,139,270,1567,3850,11822
031624371X,2013.0,The Crown Tower,Michael J. Sullivan,154,339,2089,7511,9224
1401229697,2011.0,Daytripper,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",264,672,2223,5308,10100
,2009.0,"Club Shadowlands (Masters of the Shadowlands, #1)",Cherise Sinclair,743,1625,5632,9278,10722
307266761,2008.0,Masumiyet Müzesi,"Orhan Pamuk, Maureen Freely",785,1664,4030,5480,4641
399184511,2016.0,The Mothers,Brit Bennett,243,954,5379,10630,5176
385031149,1832.0, Faust. Der Tragödie erster und zweiter Teil ,"Johann Wolfgang von Goethe, Walter Kaufmann",347,1202,4570,7299,7381
62273264,2013.0,Faking It,Cora Carmack,308,1368,6759,12181,9197
439545285,2005.0,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, # 4)",Jenny Nimmo,329,1200,5476,6927,6661
,2011.0,Accordance,Shelly Crane,243,721,3451,8076,12835
399256121,2012.0,Bloodrose,Andrea Cremer,803,1428,4421,7104,11164
425205959,1936.0,Cards on the Table,Agatha Christie,112,857,6468,9372,6195
1442449616,2012.0,Tales From a Not-So-Smart Miss Know-it-all,Rachel Renée Russell,318,488,1753,3199,10384
038070952X,1980.0,Ramona and Her Mother,Beverly Cleary,199,663,4616,7267,8244
7119356,1938.0,Appointment with Death,Agatha Christie,128,995,7379,9596,5967
60734574,2004.0,Natural Born Charmer,Susan Elizabeth Phillips,211,806,4829,10433,11118
679721886,1975.0,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,Maxine Hong Kingston,531,1686,5293,7098,4851
307111547,1942.0,The Three Little Kittens (A First Little Golden Book),"Masha, Marie Simchow Stern",171,571,3390,4067,10150
872861554,1978.0,"Erections, Ejaculations, Exhibitions and General Tales of Ordinary Madness",Charles Bukowski,244,748,3392,6625,5564
,2014.0,,Samantha Young,184,543,3487,10942,16111
345453751,1979.0,The Sword of Shannara Trilogy,Terry Brooks,559,1137,3615,5791,6458
1476776881,2015.0,Maybe In Another Life,Taylor Jenkins Reid,401,1451,5446,7760,4525
1451697244,2013.0," Carry On, Warrior: Thoughts on Life Unarmed ",Glennon Doyle Melton,303,633,2471,5449,7665
9626344245,1914.0,The Valley of Fear,"Arthur Conan Doyle, David Timson",166,902,5123,8345,6967
515144665,2008.0,The Pagan Stone,Nora Roberts,252,948,4445,8063,10449
142196584,,,Charles Dickens,445,904,2935,5051,5737
671792806,1991.0,Principle Centered Leadership,Stephen R. Covey,178,513,2699,4750,5237
741444569,2009.0,Monster Hunter International,Larry Correia,552,935,3343,7258,7762
62026542,2013.0,The Bitter Kingdom,Rae Carson,305,728,3720,9702,12202
141004924,2003.0,The Teeth of the Tiger,Tom Clancy,634,1796,5284,5785,4011
034541957X,1983.0,Moreta: Dragonlady Of Pern,Anne McCaffrey,160,1091,5900,8016,7916
307960382,1992.0,Frosty the Snowman (Little Golden Book),Diane Muldrow,288,607,2664,3397,10637
1563894904,1999.0,Preacher: War in the Sun,"Garth Ennis, Steve Dillon, Peter Snejbjerg",239,416,1929,5068,9142
60841826,2000.0,The Queen of Attolia,Megan Whalen Turner,287,768,3519,9091,11634
816638624,1964.0,A Single Man,Christopher Isherwood,298,696,2961,6486,7096
1455502758,2012.0,Mortality,Christopher Hitchens,250,545,2700,6595,6580
439672465,2003.0,Icefire,Chris d'Lacey,514,1488,4916,6064,7366
,2017.0,Norse Mythology,Neil Gaiman,179,974,6943,17019,14135
684848015,1997.0,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,Stephen E. Ambrose,135,391,2651,6789,7011
671737821,1987.0,Honor's Splendour,Julie Garwood,166,620,3863,8103,10701
316175560,2011.0,Shut Out,Kody Keplinger,614,2068,6906,8112,6890
,2012.0,,A. Meredith Walters,575,1389,5401,9407,7595
786286806,2006.0,Valley of Silence,Nora Roberts,204,799,3999,7468,10964
440421241,2006.0,The Prophet of Yonwood,Jeanne DuPrau,1487,4480,8323,5642,3912
178089015X,2014.0,Hope to Die,James Patterson,207,548,2926,6615,7079
1439159661,2009.0,Deep Kiss Of Winter ,"Kresley Cole, Gena Showalter",137,766,4373,8227,12131
1416963987,2013.0,Doll Bones,"Holly Black, Eliza Wheeler",665,1482,5436,6764,4736
399158022,2011.0,Red Mist,Patricia Cornwell,439,1585,5494,6713,5067
